exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor,Area,Peak Power,Total Leakage,Peak Dynamic,Subthreshold Leakage,Gate Leakage,Runtime Dynamic,ipc,branch_misprediction_rate,icache_miss_rate,dcache_read_miss_rate,dcache_write_miss_rate
1190,1,4,128,128,8,2048,4,8,4,2,4,192,32,64,8,BiModeBP,109.5647,87.0246,18.6788,59.5733,17.5038,1.1775,9.58,0.6633,0.0728,0.0083,0.0143,0.0101
1191,1,4,128,64,4,256,8,8,8,2,2,128,16,16,64,LocalBP,96.9485,97.6078,16.7791,73.577,15.6499,1.1587,10.3095,0.6698,0.0811,0.0079,0.0114,0.0102
1192,1,2.2,64,16,4,256,2,8,2,4,12,64,64,64,8,LocalBP,77.8847,55.4839,16.6675,34.0981,15.4659,1.1751,7.3258,0.7312,0.0811,0.0089,0.0853,0.0106
1193,1,3.4,32,16,4,1024,16,8,8,2,12,128,32,16,32,LocalBP,104.4752,89.2818,17.3475,65.6438,16.2068,1.1676,10.1158,0.6953,0.081,0.008,0.0981,0.0106
1194,1,4,16,64,2,2048,8,12,4,8,8,64,32,32,64,TournamentBP,121.632,127.226,19.093,99.1452,17.8736,1.2662,20.0815,0.8381,0.0675,0.0101,0.0143,0.0102
1195,1,1,128,128,8,128,8,8,4,2,4,128,64,16,16,TournamentBP,82.6645,33.4385,16.7831,15.0673,15.6752,1.1592,3.3016,0.8306,0.0675,0.007,0.0153,0.01
1196,1,2.8,16,16,2,1024,4,12,12,4,12,192,96,16,64,LocalBP,141.8221,116.054,17.6959,93.707,16.5407,1.2104,14.7287,0.8857,0.081,0.0095,0.1021,0.0106
1197,1,2.8,32,64,8,1024,16,8,4,2,8,64,96,16,8,TAGE,92.6307,64.268,17.3336,41.2536,16.2557,1.1607,7.2743,0.7226,0.0558,0.0081,0.0142,0.0102
1198,1,1.4,32,32,4,2048,2,12,2,2,12,64,64,64,32,TAGE_SC_L_64KB,101.5799,41.161,18.2099,19.7807,17.0842,1.1703,4.1761,0.818,0.0549,0.0094,0.0235,0.0104
1199,1,3.4,64,16,2,1024,8,4,12,12,2,256,64,8,32,TournamentBP,186.44,236.115,19.061,211.1288,17.8944,1.3428,24.0662,0.7139,0.0674,0.0102,0.0931,0.0106
1200,1,3.4,64,128,8,256,4,4,8,12,12,128,128,8,8,BiModeBP,133.325,188.359,18.2986,162.8144,17.0065,1.3313,24.8951,0.8164,0.0728,0.0106,0.0146,0.0101
1201,1,1.8,64,32,8,512,8,2,8,4,4,64,16,64,8,MultiperspectivePerceptron64KB,122.5604,59.0666,17.044,41.7546,16.127,1.1905,6.1882,0.7151,0.0987,0.0093,0.0191,0.0104
1202,1,1.4,32,16,1,2048,2,12,2,4,12,32,64,16,64,LocalBP,102.9283,44.5315,18.3829,22.7161,17.1518,1.1946,4.9925,0.7437,0.0813,0.0091,0.0688,0.0106
1203,1,2.6,64,128,1,128,2,4,4,4,4,32,32,32,16,TAGE,86.1128,63.7384,16.7244,42.0418,15.6326,1.1773,8.907,0.8726,0.0563,0.0099,0.0097,0.01
1204,1,2.8,32,32,1,1024,4,2,12,2,4,128,128,32,64,MultiperspectivePerceptron64KB,181.5163,102.923,17.4546,87.3153,16.6881,1.182,9.0177,0.6906,0.1027,0.0097,0.0252,0.0104
1205,1,1.8,32,32,8,256,4,4,8,8,2,256,96,64,32,BiModeBP,112.138,79.449,17.3853,58.6744,16.1758,1.245,10.5212,0.8673,0.0732,0.011,0.0274,0.0103
1206,1,2.2,32,128,1,512,16,12,12,12,8,192,32,64,64,LocalBP,166.103,150.136,18.5191,127.1387,17.2162,1.3397,19.4315,0.9873,0.081,0.009,0.0136,0.01
1207,1,1.8,16,128,1,2048,4,12,2,2,8,128,16,64,32,BiModeBP,102.2771,47.8433,18.4291,25.0031,17.2316,1.1709,4.971,0.7758,0.0729,0.0109,0.0104,0.0101
1208,1,3.2,64,32,4,512,4,12,8,4,8,64,96,16,32,TAGE,114.8129,93.1092,17.1086,72.0323,16.0923,1.1981,13.5069,0.891,0.0557,0.0089,0.024,0.0104
1209,1,2.6,128,128,2,1024,4,12,2,12,4,64,128,64,64,TAGE_SC_L_64KB,118.962,122.725,18.9604,97.0624,17.6717,1.3269,16.9915,0.7882,0.0549,0.0094,0.0139,0.0101
1210,1,3.6,64,64,4,1024,4,12,2,2,12,256,32,8,16,TAGE_SC_L_64KB,86.9148,73.6547,17.3877,49.3265,16.2822,1.1645,9.0176,0.6957,0.055,0.0092,0.015,0.0102
1211,1,2.4,32,64,2,128,4,4,2,4,8,192,64,8,64,TAGE_SC_L_64KB,77.9356,58.3385,16.511,36.926,15.3943,1.1709,8.0431,0.7825,0.0552,0.0102,0.0153,0.0102
1212,1,2.6,32,32,8,2048,16,4,4,4,2,64,128,32,64,BiModeBP,108.7207,69.9748,18.4642,45.1465,17.2682,1.189,8.7371,0.7955,0.073,0.011,0.0245,0.0104
1213,1,3,64,64,8,1024,16,4,4,12,4,64,128,64,16,BiModeBP,122.0827,142.767,18.7592,117.1391,17.4409,1.3169,20.4207,0.8608,0.0729,0.0106,0.0137,0.0102
1214,1,1.8,64,128,4,512,4,2,12,12,4,256,16,32,64,TournamentBP,181.224,130.917,18.7771,110.9314,17.6028,1.3444,12.9824,0.7556,0.0676,0.0099,0.0103,0.0101
1215,1,2.4,64,128,8,2048,16,12,12,8,12,256,96,8,8,LocalBP,173.0631,132.947,19.5052,109.1069,18.2583,1.2933,16.8436,0.8915,0.081,0.0086,0.0146,0.0101
1216,1,1.8,32,16,8,256,4,12,2,12,4,192,16,32,16,LocalBP,103.8353,82.1758,17.6656,60.0511,16.3303,1.2984,11.2788,0.7521,0.0812,0.0093,0.07,0.0106
1217,1,3.4,32,64,8,1024,16,2,8,2,12,32,128,8,64,LocalBP,105.755,89.7999,17.4425,66.0188,16.3015,1.1674,9.1035,0.651,0.0813,0.0098,0.01,0.0102
1218,1,1,16,16,8,128,8,4,12,2,8,64,128,32,8,TournamentBP,140.766,50.398,16.6929,35.5849,15.7014,1.1737,4.2217,0.8001,0.0674,0.01,0.1006,0.0106
1219,1,1.6,16,128,1,512,16,2,4,8,8,256,64,64,16,MultiperspectivePerceptron64KB,106.7722,61.7789,17.6196,41.4053,16.512,1.2483,8.2407,0.7587,0.0997,0.0106,0.0149,0.0101
1220,1,2.6,16,64,1,512,16,2,8,2,2,192,32,16,64,TAGE_SC_L_64KB,113.1103,70.3607,16.8025,50.5917,15.8509,1.1566,7.0376,0.725,0.0551,0.0115,0.0137,0.0102
1221,1,1.6,64,64,8,1024,2,8,2,12,4,256,16,16,8,MultiperspectivePerceptron64KB,117.4774,77.7245,18.648,55.1921,17.4022,1.3148,10.3524,0.7707,0.1091,0.0081,0.0106,0.0102
1222,1,3.4,64,32,8,512,8,2,8,4,8,256,128,32,64,TournamentBP,110.931,104.498,17.2793,81.6697,16.2058,1.1968,12.2075,0.6915,0.0676,0.01,0.0259,0.0104
1223,1,2.6,32,16,8,2048,2,12,12,4,4,256,128,8,64,LocalBP,157.841,109.867,18.6298,86.7024,17.4667,1.2136,13.0347,0.8435,0.081,0.0087,0.0874,0.0106
1224,1,1.2,64,16,8,2048,2,2,4,8,12,192,64,8,64,TAGE,122.8035,53.0121,18.9735,31.6557,17.7838,1.2612,6.3838,0.7759,0.0562,0.0098,0.0889,0.0106
1225,1,2,64,64,1,256,8,8,2,8,4,192,128,32,32,TournamentBP,90.9635,70.7193,17.3383,48.8395,16.1106,1.239,10.4904,0.822,0.0675,0.0096,0.0165,0.0102
1226,1,1.8,128,16,8,128,4,8,8,8,8,192,32,64,64,TournamentBP,114.442,78.653,17.471,58.675,16.322,1.2612,11.6192,1.0058,0.0674,0.0093,0.101,0.0106
1227,1,3.8,32,32,2,512,8,4,4,12,2,32,64,32,16,BiModeBP,114.0687,162.103,18.029,135.5775,16.7272,1.3028,21.3472,0.6823,0.0728,0.0108,0.0194,0.0104
1228,1,3.8,32,128,8,512,2,4,2,4,2,128,96,32,16,BiModeBP,84.904,83.1965,17.0984,58.5602,15.9137,1.1736,11.3724,0.7087,0.0731,0.0106,0.0156,0.0101
1229,1,2.4,16,128,2,256,2,4,8,4,2,64,96,32,16,LocalBP,99.5379,73.5343,16.9027,51.9392,15.7409,1.1812,9.0037,0.804,0.0807,0.0109,0.0143,0.01
1230,1,2.4,16,128,8,512,2,4,12,8,4,64,128,64,32,BiModeBP,155.7552,132.486,18.0079,110.7979,16.8198,1.2682,15.4143,0.9136,0.0729,0.0119,0.0131,0.01
1231,1,2.8,16,128,1,128,8,4,12,2,4,64,64,16,64,MultiperspectivePerceptron64KB,172.5413,100.376,16.6552,85.8203,15.8968,1.1766,9.4338,0.693,0.1133,0.009,0.0127,0.0101
1232,1,1,16,32,2,128,16,2,12,8,4,128,32,64,16,MultiperspectivePerceptron64KB,183.0593,61.2217,17.1549,49.9738,16.2994,1.26,5.9711,0.7785,0.1027,0.0104,0.0232,0.0104
1233,1,2.2,16,32,1,2048,8,8,12,8,4,64,96,32,64,MultiperspectivePerceptron64KB,210.6733,120.186,19.1199,102.9584,18.2297,1.2858,14.4276,0.9088,0.1127,0.0096,0.0214,0.0104
1234,1,3.2,16,64,1,2048,8,2,12,2,4,128,128,8,8,MultiperspectivePerceptron64KB,198.4743,116.917,18.428,98.8543,17.6467,1.192,9.6079,0.637,0.0995,0.0107,0.0151,0.0102
1235,1,1.6,64,64,8,256,16,2,2,2,4,192,96,16,8,MultiperspectivePerceptron64KB,77.283,40.5315,16.4872,20.9927,15.4301,1.1419,4.1094,0.7322,0.0998,0.0092,0.016,0.0102
1236,1,1,128,32,8,2048,4,8,12,2,4,192,32,32,32,TournamentBP,169.366,53.4057,18.882,36.115,17.8531,1.2024,4.3025,0.8484,0.0673,0.0074,0.0239,0.0104
1237,1,3,32,32,4,2048,2,12,2,4,4,192,96,8,64,TournamentBP,104.353,73.5557,18.455,48.6041,17.2774,1.1932,9.857,0.7426,0.0676,0.0102,0.0242,0.0104
1238,1,2.4,32,32,2,256,16,4,12,12,12,64,32,16,64,TournamentBP,173.506,165.894,18.2456,145.5629,17.0891,1.3411,18.561,0.9112,0.0674,0.0104,0.0235,0.0104
1239,1,1.2,32,128,2,128,2,4,8,2,8,192,96,32,32,MultiperspectivePerceptron64KB,115.4915,41.7741,16.5971,26.4865,15.7066,1.1668,4.3384,0.7787,0.1141,0.0081,0.0161,0.0101
1240,1,3.2,64,16,8,1024,16,12,4,12,8,32,96,16,32,MultiperspectivePerceptron64KB,124.8648,146.189,18.6067,121.2273,17.4263,1.3246,20.4378,0.7315,0.112,0.0076,0.0657,0.0106
1241,1,3.4,128,64,1,1024,2,12,8,4,12,32,32,8,64,BiModeBP,112.602,103.489,18.0178,78.9254,16.849,1.2142,13.4273,0.8291,0.0728,0.0087,0.0102,0.0102
1242,1,2.2,64,16,1,256,16,4,4,8,8,192,32,16,32,TournamentBP,95.3692,76.29,17.2978,54.3137,16.1021,1.2419,11.8924,0.9078,0.0674,0.0102,0.1001,0.0106
1243,1,3,16,128,8,128,4,12,12,12,12,32,64,16,16,TAGE_SC_L_64KB,188.1475,196.562,18.0341,177.5347,17.0001,1.3454,23.245,0.8681,0.0552,0.01,0.0099,0.01
1244,1,1.6,64,32,8,256,8,2,12,8,2,256,96,64,64,BiModeBP,149.4383,94.2724,17.6312,74.64,16.4422,1.2594,9.5692,0.7768,0.073,0.0101,0.0253,0.0104
1245,1,2,128,128,4,2048,16,12,8,4,2,256,96,64,16,TournamentBP,133.484,72.0883,19.137,49.4747,18.0185,1.2242,8.908,0.8641,0.0675,0.0082,0.0159,0.01
1246,1,2.8,32,128,1,512,4,2,4,12,2,64,96,8,8,TournamentBP,118.514,129.611,18.2852,105.3241,17.0216,1.3114,16.3457,0.6803,0.0676,0.0102,0.0139,0.0101
1247,1,1.8,32,128,4,512,8,4,12,8,4,256,96,16,64,BiModeBP,155.9352,104.986,18.0662,84.1928,16.8649,1.2696,12.8268,0.9965,0.0729,0.0111,0.0158,0.01
1248,1,3.6,32,16,8,2048,8,2,12,12,4,32,128,32,8,TournamentBP,201.073,254.036,19.9269,227.1199,18.7487,1.3506,22.8182,0.6074,0.0676,0.0102,0.0692,0.0106
1249,1,2.8,16,128,4,1024,16,2,8,12,8,64,128,32,32,TAGE,148.9308,154.593,18.8469,131.6414,17.6857,1.3323,18.3815,0.7179,0.0561,0.0112,0.0133,0.0101
1250,1,1,128,16,2,128,4,8,12,4,8,64,16,8,32,TournamentBP,144.898,54.3518,17.1422,39.046,16.1108,1.2123,5.3019,0.9454,0.0674,0.0085,0.0861,0.0106
1251,1,1.4,128,128,2,256,8,8,2,12,12,256,32,16,64,LocalBP,109.9093,71.5796,18.1742,49.8539,16.8164,1.3187,9.8806,0.835,0.0812,0.0086,0.0137,0.01
1252,1,2.6,32,64,8,512,16,2,12,8,2,256,96,8,8,TAGE_SC_L_64KB,178.0136,135.545,17.6904,118.1838,16.741,1.2637,14.1123,0.7006,0.0548,0.0103,0.0152,0.0102
1253,1,1.8,16,16,8,256,2,4,12,2,2,64,128,16,8,TournamentBP,142.101,76.8534,16.821,59.5191,15.8329,1.1698,6.4557,0.7457,0.0675,0.01,0.0922,0.0106
1254,1,2.4,16,32,8,128,16,8,2,12,12,64,64,8,64,TournamentBP,103.033,107.396,17.6137,83.9231,16.3139,1.3065,14.991,0.7655,0.0676,0.011,0.0237,0.0104
1255,1,1.4,32,128,2,2048,4,12,4,8,4,256,128,32,8,TournamentBP,124.388,60.9357,19.2892,38.426,18.0556,1.2691,9.3124,1.0321,0.0673,0.0091,0.0152,0.01
1256,1,3.6,64,16,4,2048,8,12,4,12,12,256,96,64,8,LocalBP,139.3122,173.077,19.6179,144.5322,18.2637,1.3339,26.2872,0.7946,0.081,0.0086,0.0967,0.0106
1257,1,2.8,16,64,4,512,4,8,2,12,4,128,128,64,64,BiModeBP,111.7051,130.216,18.0838,104.8656,16.7482,1.3056,18.2586,0.7727,0.0729,0.0117,0.0159,0.0102
1258,1,2.4,64,128,1,1024,2,8,12,12,2,32,32,16,16,LocalBP,168.7361,157.54,19.0258,134.2699,17.7359,1.3375,16.729,0.788,0.0809,0.0085,0.0099,0.01
1259,1,1.4,64,64,1,2048,4,8,4,8,8,256,16,32,64,TAGE_SC_L_64KB,124.4913,57.5922,19.0865,35.6729,17.9116,1.2652,8.4024,1.013,0.0553,0.0092,0.0114,0.0102
1260,1,2.8,16,32,4,2048,2,2,8,8,4,128,32,64,16,TAGE_SC_L_64KB,147.4505,109.69,18.9458,87.1106,17.8854,1.2635,13.2979,0.7207,0.0552,0.0114,0.024,0.0104
1261,1,3.6,32,16,8,128,4,12,12,4,12,64,32,32,32,TAGE_SC_L_64KB,159.5195,138.584,16.7217,120.2811,15.8332,1.2083,16.3494,0.8011,0.0548,0.009,0.1,0.0105
1262,1,2,16,64,2,256,2,8,8,4,2,64,16,16,8,LocalBP,97.901,63.0159,16.7594,42.5689,15.6007,1.1789,7.434,0.8067,0.0812,0.0098,0.0111,0.0102
1263,1,1.8,128,64,1,2048,4,8,4,4,8,32,96,64,64,LocalBP,110.1982,54.4582,18.7082,31.3959,17.4837,1.2032,7.1917,0.9358,0.0811,0.0082,0.0101,0.0102
1264,1,4,128,64,4,1024,8,12,2,2,4,64,32,16,32,TAGE_SC_L_64KB,86.9559,78.1553,17.4616,52.9373,16.3597,1.161,8.9777,0.6891,0.0548,0.0087,0.0142,0.0102
1265,1,1.6,16,16,2,1024,4,12,8,4,4,128,32,8,32,TAGE_SC_L_64KB,119.5445,55.8115,17.503,37.6221,16.5088,1.1967,7.214,0.9441,0.0552,0.0102,0.0866,0.0106
1266,1,3,32,32,4,256,8,2,2,8,4,256,32,64,32,LocalBP,88.588,91.6865,17.0868,67.6674,15.8306,1.2252,13.1644,0.6934,0.0812,0.0101,0.0233,0.0104
1267,1,2,32,128,2,128,4,8,12,8,2,192,96,32,32,LocalBP,142.924,108.314,17.4385,87.4959,16.2251,1.2576,13.0684,0.8687,0.0801,0.0094,0.0167,0.01
1268,1,3.2,16,32,8,512,2,2,2,4,4,192,128,8,64,MultiperspectivePerceptron64KB,83.9256,73.5258,16.8128,49.9164,15.7255,1.1692,9.4947,0.6661,0.0992,0.0107,0.0241,0.0104
1269,1,3,16,128,8,1024,8,4,4,4,4,32,16,64,8,BiModeBP,94.0309,74.7992,17.6992,50.2265,16.5123,1.1854,9.6342,0.7914,0.0728,0.0119,0.0094,0.01
1270,1,1.4,16,16,4,128,4,8,12,2,12,128,64,8,16,TournamentBP,141.187,64.1111,16.7314,48.0664,15.7335,1.1801,5.6981,0.7661,0.0675,0.0087,0.0905,0.0106
1271,1,4,16,64,4,512,4,2,8,8,4,64,64,64,8,LocalBP,113.767,145.649,17.522,120.1303,16.3026,1.2431,17.5009,0.6238,0.0811,0.0108,0.0144,0.0102
1272,1,4,32,32,2,256,16,2,2,2,12,64,128,16,8,LocalBP,75.2557,76.2803,16.3885,52.4341,15.2302,1.1411,8.6216,0.6108,0.0813,0.0099,0.023,0.0104
1273,1,2,16,64,4,1024,16,2,8,8,2,32,96,32,64,TAGE,128.7428,84.3579,18.0757,63.9469,16.9896,1.2534,9.8547,0.7432,0.0563,0.0111,0.01,0.0102
1274,1,3.4,16,64,8,2048,8,2,12,12,8,192,128,8,8,MultiperspectivePerceptron64KB,233.2833,236.671,19.7919,215.1049,18.8315,1.3568,23.2511,0.6381,0.0993,0.0107,0.0152,0.0102
1275,1,1.4,64,64,8,128,2,2,12,4,12,64,128,32,64,TAGE_SC_L_64KB,160.6995,65.6656,16.8836,51.9425,15.9848,1.208,6.4279,0.7911,0.0546,0.0098,0.0135,0.0102
1276,1,1.4,128,64,2,128,4,4,12,4,2,128,16,16,8,MultiperspectivePerceptron64KB,174.4143,64.0244,16.9378,52.0038,16.1391,1.2062,6.3272,0.8119,0.1264,0.0081,0.0112,0.0102
1277,1,1.6,32,128,1,1024,4,12,12,2,8,192,64,64,8,TAGE,164.0367,67.8953,17.7488,51.8366,16.8181,1.1937,6.627,0.7998,0.0558,0.0073,0.0154,0.0101
1278,1,1.4,16,64,4,1024,2,12,8,12,8,64,32,32,16,MultiperspectivePerceptron64KB,153.6557,81.9432,18.7258,63.4083,17.6512,1.3369,11.1183,0.9675,0.1247,0.0088,0.0123,0.0102
1279,1,2.8,64,64,4,256,4,2,12,8,4,128,128,16,8,MultiperspectivePerceptron64KB,188.0433,144.915,17.495,129.0891,16.6404,1.2682,15.0416,0.6783,0.0999,0.0094,0.0155,0.0102
1280,1,1.4,64,64,8,2048,4,4,2,8,8,64,32,32,8,MultiperspectivePerceptron64KB,116.0344,54.6627,18.9916,32.3467,17.8045,1.2567,6.8083,0.7935,0.1036,0.0086,0.0132,0.0102
1281,1,2,128,32,2,1024,16,12,12,2,2,128,128,8,32,BiModeBP,144.1823,84.0471,17.8672,63.0599,16.7519,1.1872,7.584,0.7657,0.0728,0.0073,0.0252,0.0104
1282,1,3.6,128,32,4,1024,2,2,2,8,8,256,16,16,32,TAGE,100.4008,108.42,18.1055,82.7707,16.8993,1.2471,15.3475,0.6594,0.0563,0.0099,0.0195,0.0104
1283,1,3.6,16,64,8,256,16,4,12,12,8,64,128,16,32,TAGE_SC_L_64KB,190.1175,240.035,18.0193,219.3813,16.9951,1.3352,27.2613,0.8283,0.0548,0.0116,0.0145,0.0102
1284,1,2,64,16,2,512,8,2,8,12,4,256,64,8,16,BiModeBP,133.87,114.219,18.2604,91.5427,16.9713,1.3172,13.3974,0.7217,0.0729,0.0102,0.0848,0.0106
1285,1,3.2,128,64,8,256,8,12,8,2,2,192,64,8,8,TAGE_SC_L_64KB,110.4365,81.7016,16.7928,61.5508,15.8399,1.1679,9.0471,0.6923,0.0551,0.0073,0.0159,0.0102
1286,1,2.8,64,32,2,256,8,2,12,2,2,256,96,32,64,BiModeBP,135.3212,106.804,16.8788,85.6599,15.7974,1.1671,9.0702,0.7098,0.073,0.0104,0.0257,0.0104
1287,1,3.6,32,64,8,2048,16,8,12,2,2,32,32,32,32,TAGE_SC_L_64KB,184.0445,128.643,18.4667,107.7411,17.5881,1.1912,11.1129,0.6977,0.0553,0.0084,0.0105,0.0102
1288,1,2.6,128,64,2,512,8,4,4,4,8,32,16,8,32,TournamentBP,90.8085,66.5461,17.2841,43.7612,16.1426,1.1895,8.9474,0.864,0.0675,0.0097,0.0099,0.0102
1289,1,2,128,64,4,512,16,4,4,4,4,192,96,8,64,TAGE_SC_L_64KB,93.0181,55.113,17.1694,34.2542,16.0866,1.1849,7.8878,0.9484,0.0549,0.0099,0.0154,0.0102
1290,1,3.4,64,16,1,1024,8,8,4,8,12,192,16,32,64,BiModeBP,104.2737,110.095,18.1198,84.7697,16.8689,1.255,17.0058,0.7734,0.0729,0.0098,0.0783,0.0106
1291,1,1.2,16,16,4,2048,4,4,12,2,4,64,64,64,16,BiModeBP,159.0062,58.6025,18.524,39.1891,17.4071,1.1843,4.7363,0.7886,0.0727,0.0105,0.1012,0.0106
1292,1,1.6,64,16,4,1024,16,2,4,4,8,128,16,8,16,TAGE_SC_L_64KB,95.3783,47.7379,17.4717,27.4613,16.3882,1.1845,5.3906,0.7452,0.0553,0.0099,0.0737,0.0106
1293,1,3.8,64,16,1,512,2,4,8,4,2,32,128,8,16,LocalBP,102.65,105.961,16.9967,81.8791,15.8442,1.18,12.1976,0.6434,0.0812,0.0095,0.0741,0.0106
1294,1,1.8,32,128,8,256,4,2,2,8,2,64,32,16,16,MultiperspectivePerceptron64KB,91.1357,60.6097,17.262,39.5225,16.1085,1.2325,7.9356,0.7364,0.1002,0.0095,0.0128,0.0101
1295,1,2.2,64,64,2,128,4,8,12,12,4,192,96,16,8,TAGE,183.2297,153.027,17.9586,134.6226,16.8817,1.3336,18.9672,0.9501,0.056,0.0097,0.016,0.0102
1296,1,1,64,16,4,256,8,12,12,8,12,192,32,64,64,BiModeBP,149.1103,65.2977,17.681,47.4599,16.4775,1.274,7.98,1.0774,0.0728,0.0094,0.0981,0.0105
1297,1,2.8,128,64,2,256,16,2,8,12,2,256,64,8,8,TAGE_SC_L_64KB,142.5285,147.651,18.0809,126.0718,16.964,1.3215,17.711,0.6889,0.0548,0.0098,0.0152,0.0102
1298,1,2.6,32,128,2,2048,2,12,12,8,4,256,16,64,64,LocalBP,171.1781,136.44,19.3925,112.2029,18.1562,1.2833,16.9635,0.9057,0.081,0.0089,0.0107,0.01
1299,1,2.4,128,16,4,2048,2,4,4,2,4,64,64,64,8,BiModeBP,106.1837,59.7018,18.4098,35.5207,17.2366,1.1671,6.0706,0.71,0.0727,0.0089,0.1018,0.0106
1300,1,3.4,64,16,1,1024,4,4,12,4,12,64,64,16,16,TAGE,165.8427,135.398,17.7374,115.3907,16.7955,1.2148,14.6828,0.7891,0.0561,0.0102,0.1024,0.0106
1301,1,2.8,16,16,8,256,4,8,2,2,4,192,128,16,16,TournamentBP,74.352,58.8032,16.389,36.6063,15.267,1.1402,7.1275,0.7298,0.0675,0.0104,0.1019,0.0106
1302,1,1.6,128,128,1,256,2,2,8,4,8,192,128,8,16,TournamentBP,108.303,58.835,17.3596,39.6148,16.27,1.2039,6.4237,0.7655,0.0676,0.0096,0.0144,0.0101
1303,1,1,64,128,2,2048,16,2,8,8,8,256,16,32,16,BiModeBP,139.783,54.1127,19.4395,33.0923,18.1901,1.2756,5.7023,0.7945,0.073,0.01,0.0103,0.0101
1304,1,1.8,128,16,1,512,4,8,2,4,8,256,16,16,64,TournamentBP,83.6332,49.1662,17.1292,28.1539,15.9596,1.1837,6.2931,0.7704,0.0676,0.0092,0.0705,0.0106
1305,1,2,128,64,1,1024,4,4,8,4,8,32,64,64,64,TAGE_SC_L_64KB,122.3745,66.4953,17.8483,46.8898,16.8427,1.207,8.3425,0.9316,0.0552,0.0098,0.0102,0.0102
1306,1,3.4,16,64,8,1024,16,4,8,8,2,256,96,64,16,BiModeBP,122.494,136.081,18.2308,110.9621,17.0178,1.2553,17.9759,0.7633,0.073,0.0125,0.0176,0.0102
1307,1,3.6,128,32,4,128,4,12,2,12,4,64,16,16,64,TournamentBP,103.165,142.057,17.788,116.489,16.4957,1.3084,20.1811,0.6943,0.0675,0.0093,0.0194,0.0104
1308,1,1.6,32,32,1,256,16,4,12,4,8,128,96,16,64,MultiperspectivePerceptron64KB,175.3283,72.1944,16.8949,59.6559,16.0955,1.2066,8.3142,0.9493,0.1196,0.0091,0.0253,0.0104
1309,1,4,64,16,4,512,16,8,12,2,8,192,64,32,8,TournamentBP,150.193,151.816,17.2367,128.0676,16.2381,1.1848,13.5241,0.6465,0.0673,0.0076,0.0978,0.0106
1310,1,3.2,32,16,1,128,16,2,2,12,4,192,64,16,8,TAGE,104.4953,135.824,17.4528,111.5619,16.1998,1.2925,18.3824,0.659,0.0561,0.0103,0.0889,0.0106
1311,1,1,64,16,2,2048,4,4,12,8,4,256,128,32,32,LocalBP,169.1251,66.5452,19.1849,46.5591,17.9476,1.2732,7.7461,1.0289,0.0811,0.0096,0.1124,0.0106
1312,1,1.6,16,64,4,512,4,12,12,4,2,192,64,64,64,TAGE,160.8207,72.2502,17.2066,56.7915,16.265,1.2055,8.0417,0.902,0.0561,0.0099,0.0168,0.0102
1313,1,2.2,32,32,8,128,2,2,4,12,2,256,64,64,8,LocalBP,109.4672,104.091,17.5534,81.164,16.2379,1.2945,13.5873,0.7128,0.0812,0.0099,0.0244,0.0104
1314,1,3.6,32,16,1,1024,2,12,12,8,2,128,16,32,16,TournamentBP,167.145,187.809,18.4131,163.4617,17.318,1.2765,19.4858,0.7251,0.0676,0.0092,0.077,0.0105
1315,1,3.6,128,64,2,1024,8,2,12,8,4,128,96,8,8,TAGE_SC_L_64KB,182.8346,181.837,18.4353,161.0074,17.4702,1.2781,18.2374,0.649,0.0551,0.0097,0.0153,0.0102
1316,1,1.6,32,16,8,512,8,12,2,2,12,256,16,16,16,TAGE_SC_L_64KB,80.2367,41.5555,16.6688,21.6717,15.5691,1.1528,4.613,0.7568,0.0552,0.0097,0.0788,0.0106
1317,1,3,16,64,8,512,2,2,12,4,2,256,128,16,32,TAGE_SC_L_64KB,166.5555,119.844,17.1513,102.3132,16.2689,1.2001,11.9871,0.7154,0.0549,0.0115,0.0166,0.0102
1318,1,1.4,64,32,1,512,8,2,2,8,8,128,64,64,8,LocalBP,93.1713,53.1845,17.4314,32.4942,16.1646,1.234,6.8039,0.7644,0.0812,0.0094,0.0244,0.0104
1319,1,2.2,16,32,8,1024,2,12,12,12,12,32,16,16,8,TournamentBP,180.628,154.482,19.0575,132.8838,17.8738,1.3539,16.6623,0.8693,0.0675,0.01,0.0188,0.0104
1320,1,2.4,32,64,1,512,2,12,8,12,2,128,64,64,8,TAGE_SC_L_64KB,143.5705,128.3,18.1932,106.7406,17.0625,1.3245,16.809,0.8171,0.0549,0.0096,0.0158,0.0102
1321,1,2.4,64,64,1,2048,16,8,2,2,8,128,96,64,64,MultiperspectivePerceptron64KB,103.1954,57.2974,18.3178,33.3696,17.2223,1.1698,6.2905,0.7337,0.1105,0.008,0.0159,0.0102
1322,1,1.6,128,64,2,512,8,4,8,2,8,192,64,64,16,TAGE,112.5549,50.9212,17.0824,32.8794,16.0849,1.1709,5.4102,0.8197,0.0562,0.0084,0.0162,0.0102
1323,1,1,64,16,1,256,4,2,2,4,8,32,96,16,16,BiModeBP,77.6788,34.3706,16.6679,15.6353,15.482,1.1693,3.4948,0.7203,0.073,0.0099,0.0669,0.0106
