exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor,Area,Peak Power,Total Leakage,Peak Dynamic,Subthreshold Leakage,Gate Leakage,Runtime Dynamic,ipc,branch_misprediction_rate,icache_miss_rate,dcache_read_miss_rate,dcache_write_miss_rate
1324,1,1.6,64,16,2,256,4,2,4,12,2,32,16,64,32,BiModeBP,107.8937,75.8921,17.7882,54.3565,16.4824,1.2991,9.1063,0.6936,0.073,0.0099,0.0673,0.0106
1325,1,3.6,64,32,8,1024,4,4,2,2,4,32,96,16,16,TAGE_SC_L_64KB,85.3488,71.507,17.2238,47.4104,16.1345,1.1489,7.7138,0.6719,0.0551,0.0092,0.019,0.0104
1326,1,1.8,64,128,2,1024,16,2,8,8,8,64,128,64,32,BiModeBP,123.401,82.3083,18.5015,60.1839,17.2661,1.267,9.6212,0.7587,0.0729,0.0099,0.0128,0.0101
1327,1,1,64,16,1,128,16,4,4,2,8,256,32,32,8,MultiperspectivePerceptron64KB,83.5137,32.4308,16.2883,15.195,15.2906,1.1479,3.2387,0.7808,0.1092,0.0079,0.0953,0.0106
1328,1,3.4,128,16,8,512,16,2,2,2,12,128,128,16,16,TournamentBP,81.1773,69.2033,16.8985,45.8217,15.7676,1.1547,8.1402,0.6654,0.0676,0.0098,0.0983,0.0106
1329,1,1.8,32,64,2,128,8,12,12,2,2,32,96,32,32,MultiperspectivePerceptron64KB,170.5403,70.8502,16.5693,58.1967,15.8013,1.1769,6.5378,0.7348,0.1276,0.007,0.0087,0.0102
1330,1,2,16,128,4,1024,8,12,2,8,4,32,16,8,32,TAGE_SC_L_64KB,99.2449,67.0439,18.0972,44.3375,16.8946,1.2481,9.2993,0.7982,0.0551,0.0109,0.0094,0.0101
1331,1,1.4,128,64,2,256,8,4,4,4,8,256,64,64,8,TAGE,88.1755,43.5471,16.9298,24.3002,15.8294,1.1849,6.0283,1.005,0.056,0.0099,0.0153,0.0102
1332,1,1.8,128,64,1,256,4,12,8,2,12,256,128,8,64,TournamentBP,104.214,58.3785,17.0729,39.0193,16.0067,1.1821,6.4808,0.7823,0.0674,0.007,0.0157,0.0102
1333,1,2.8,16,128,4,256,4,12,8,12,4,128,16,8,16,BiModeBP,129.322,143.788,18.1565,120.0152,16.8728,1.3239,19.9803,0.888,0.0729,0.0107,0.0106,0.0101
1334,1,1,128,32,8,2048,8,8,12,4,2,32,96,8,32,TournamentBP,172.211,57.3268,19.0792,39.8116,18.0228,1.2291,4.9039,0.8657,0.0675,0.0083,0.0191,0.0104
1335,1,2.2,128,64,2,512,8,4,8,2,4,256,96,8,16,TournamentBP,107.802,66.5567,17.2412,45.9149,16.1848,1.171,6.8364,0.7612,0.0675,0.0084,0.0156,0.0102
1336,1,1.8,64,16,8,128,2,8,12,12,12,64,16,32,8,TAGE,179.8107,122.328,17.8611,105.2925,16.7824,1.3363,13.8233,0.8636,0.0564,0.009,0.0821,0.0106
1337,1,2.8,64,16,2,256,2,12,12,8,2,192,32,32,32,TAGE,166.7187,140.301,17.4076,122.0948,16.416,1.2642,16.5992,0.8008,0.0561,0.009,0.0919,0.0105
1338,1,2,128,32,1,256,2,2,8,4,2,32,96,8,8,BiModeBP,101.125,66.0329,17.0282,45.3466,15.8817,1.186,6.7754,0.7025,0.0729,0.0098,0.0182,0.0104
1339,1,1.4,128,128,8,256,16,8,12,12,12,64,96,64,64,BiModeBP,168.7113,108.159,18.6419,87.8619,17.3544,1.352,13.1,1.058,0.0727,0.0095,0.0124,0.01
1340,1,3,16,128,1,256,4,2,12,8,8,32,128,32,64,TournamentBP,160.13,164.181,17.8317,142.8581,16.7456,1.2741,16.1072,0.6848,0.0676,0.0112,0.0094,0.0101
1341,1,2.4,128,64,1,256,16,4,2,12,8,256,32,64,8,MultiperspectivePerceptron64KB,109.9264,107.741,17.9828,83.9499,16.7426,1.3119,15.1168,0.7351,0.1038,0.0084,0.014,0.0102
1342,1,1.6,32,64,4,2048,8,4,2,4,2,32,32,32,16,TAGE,104.2273,46.9338,18.3842,24.7867,17.23,1.1844,5.1633,0.8143,0.0564,0.0098,0.0102,0.0102
1343,1,4,32,32,2,512,8,2,12,2,12,128,32,32,8,BiModeBP,141.7682,148.112,17.1273,122.8203,16.03,1.1767,11.9119,0.6253,0.0729,0.0107,0.0236,0.0104
1344,1,1,16,64,8,512,2,12,12,4,8,128,96,64,64,BiModeBP,143.2372,54.6471,17.4308,37.1202,16.2923,1.2108,6.3665,1.1248,0.0728,0.0102,0.0154,0.0102
1345,1,3.4,128,16,8,2048,8,4,4,4,12,64,96,32,32,TAGE_SC_L_64KB,113.7713,85.2657,18.5859,59.9109,17.4849,1.2049,11.9594,0.7919,0.0549,0.01,0.1026,0.0105
1346,1,3.4,128,128,4,128,2,12,12,12,4,32,16,8,32,BiModeBP,164.3392,218.85,18.3853,193.7746,17.1207,1.3423,24.4482,0.8266,0.0728,0.0088,0.0097,0.01
1347,1,1.8,32,32,2,256,2,12,4,4,12,128,128,16,16,TAGE_SC_L_64KB,87.2715,51.5389,16.7113,31.7513,15.6297,1.1861,8.0703,1.006,0.0551,0.0088,0.0255,0.0104
1348,1,3.4,128,32,1,1024,2,2,4,8,2,256,128,16,32,BiModeBP,106.0687,114.722,18.2187,89.2316,16.9744,1.2479,15.7771,0.6853,0.073,0.0102,0.0257,0.0104
1349,1,1.6,64,128,1,512,4,4,12,8,12,192,16,32,8,TAGE_SC_L_64KB,178.8845,90.2502,17.9662,74.5763,16.9891,1.2803,10.9735,0.997,0.0552,0.01,0.0105,0.01
1350,1,3.4,128,32,2,2048,16,8,12,4,2,256,96,32,64,BiModeBP,164.9032,144.837,19.0173,119.1131,17.8712,1.2237,15.2379,0.7812,0.0732,0.0095,0.0273,0.0103
1351,1,3.4,32,32,1,2048,16,2,4,8,12,64,32,32,32,TAGE,122.4545,109.804,18.9119,83.6839,17.7346,1.259,14.7424,0.6814,0.0561,0.0103,0.0231,0.0104
1352,1,1.4,128,64,8,2048,4,4,12,2,12,256,64,32,8,TAGE_SC_L_64KB,185.3715,63.3126,18.7321,47.3626,17.8276,1.2056,5.7915,0.8229,0.0548,0.0084,0.0159,0.0102
1353,1,3.6,16,128,8,2048,2,4,12,8,2,192,96,16,16,TAGE,196.3947,185.167,19.3087,161.5289,18.2859,1.2824,20.306,0.7524,0.0561,0.0115,0.017,0.01
1354,1,2.6,16,16,8,512,2,12,2,8,8,256,16,8,64,BiModeBP,93.0372,83.0367,17.403,59.507,16.141,1.239,12.3575,0.724,0.0729,0.0117,0.0703,0.0106
1355,1,3.8,32,128,8,256,2,2,8,4,2,256,96,16,32,LocalBP,100.6874,106.225,16.932,82.292,15.7787,1.1815,12.5922,0.6583,0.0812,0.0101,0.0162,0.01
1356,1,1.2,32,16,4,128,16,12,2,2,2,128,32,32,8,TournamentBP,72.4404,34.1176,16.2454,15.5463,15.1252,1.1393,3.4487,0.7935,0.0675,0.0092,0.0991,0.0106
1357,1,3.6,32,64,2,2048,4,2,8,12,2,32,32,16,8,TAGE,160.6958,178.079,19.6036,151.9687,18.4405,1.3308,20.063,0.6388,0.0562,0.0101,0.0101,0.0102
1358,1,3.2,32,16,1,2048,8,12,8,8,12,128,64,64,16,TAGE,146.2118,126.998,19.043,102.9451,17.9373,1.2775,19.2263,0.8936,0.0557,0.0098,0.1035,0.0105
1359,1,3.6,64,64,4,256,2,8,8,4,8,128,64,64,16,TAGE_SC_L_64KB,113.4384,101.682,16.9069,80.4517,15.925,1.1958,14.7297,0.8704,0.0552,0.0096,0.0158,0.0102
1360,1,3.6,16,64,1,256,4,12,4,2,2,192,32,64,64,TournamentBP,82.6732,74.8584,16.5887,51.7928,15.4976,1.1509,8.9545,0.7117,0.0674,0.0093,0.0149,0.0102
1361,1,2.2,64,32,2,128,4,4,12,4,8,32,96,8,8,BiModeBP,136.0153,96.9113,16.959,76.428,15.8337,1.1999,9.82,0.8327,0.0728,0.0104,0.0185,0.0104
1362,1,1.2,32,128,4,2048,2,4,12,2,12,256,96,8,16,TournamentBP,171.325,61.1197,18.9452,43.092,17.9107,1.2074,5.1803,0.8184,0.0675,0.0091,0.015,0.0101
1363,1,3,32,64,4,512,2,8,8,4,12,192,64,32,8,TAGE_SC_L_64KB,117.4089,90.3026,17.14,69.0487,16.1429,1.2004,12.8694,0.8799,0.0551,0.0098,0.0155,0.0102
1364,1,4,16,128,2,512,8,2,12,8,4,128,32,8,32,BiModeBP,156.6082,203.068,17.9831,176.3529,16.7929,1.2653,19.64,0.6415,0.0729,0.0118,0.014,0.0101
1365,1,3.8,16,64,2,256,16,4,2,2,8,64,16,32,32,LocalBP,75.5946,72.2608,16.4084,48.7528,15.2517,1.1392,8.191,0.6588,0.0811,0.01,0.0109,0.0102
1366,1,1,16,64,1,256,8,4,4,2,8,256,32,32,8,BiModeBP,81.0728,33.2245,16.5538,14.8292,15.4101,1.1474,3.2511,0.8331,0.0728,0.0105,0.0139,0.0102
1367,1,3.8,16,64,8,512,2,12,8,8,2,64,128,16,8,MultiperspectivePerceptron64KB,134.6037,143.566,17.556,121.478,16.5772,1.2575,19.3354,0.6862,0.1353,0.0084,0.0132,0.0102
1368,1,1.2,128,16,4,512,4,12,8,8,4,192,96,32,8,MultiperspectivePerceptron64KB,134.4277,58.1701,17.7069,41.4856,16.7115,1.2644,8.3026,0.9528,0.1331,0.0072,0.0912,0.0106
1369,1,3.2,128,16,2,128,4,2,8,12,8,128,96,8,32,BiModeBP,128.045,171.529,17.9632,147.007,16.6832,1.3205,20.1404,0.6594,0.0729,0.0101,0.0848,0.0106
1370,1,2,128,16,1,1024,4,4,8,2,8,192,16,16,32,MultiperspectivePerceptron64KB,124.6984,60.0673,17.5117,41.7378,16.6075,1.1769,6.0638,0.7124,0.1108,0.0077,0.074,0.0106
1371,1,1.8,16,64,2,256,16,12,4,12,2,64,16,8,16,TAGE,111.4555,83.0899,17.7565,61.569,16.5262,1.3058,11.4964,0.8489,0.0561,0.0101,0.0112,0.0102
1372,1,2.4,64,128,8,128,8,4,8,4,8,64,128,64,8,TAGE,110.0405,74.5285,16.8785,54.8207,15.8586,1.1943,10.261,0.9254,0.0561,0.0101,0.0133,0.01
1373,1,1,64,32,8,2048,16,2,4,12,8,256,96,64,16,TournamentBP,140.325,62.8036,19.7145,40.8102,18.4142,1.3306,7.2925,0.8111,0.0676,0.0098,0.0249,0.0104
1374,1,2.6,64,128,2,256,8,4,2,2,12,256,128,16,16,BiModeBP,77.7174,57.5476,16.7594,35.202,15.5887,1.154,7.1215,0.7527,0.0729,0.0098,0.0164,0.0101
1375,1,1.2,128,32,1,2048,2,4,2,4,8,256,128,8,32,TournamentBP,105.139,41.6822,18.6539,20.1778,17.4613,1.1985,4.7357,0.8437,0.0676,0.0091,0.024,0.0104
1376,1,2.6,128,128,2,128,8,8,8,8,12,128,64,16,32,BiModeBP,113.282,106.742,17.6855,83.5128,16.4533,1.2672,16.1885,0.9637,0.0728,0.01,0.0151,0.01
1377,1,2.2,16,32,4,256,4,8,12,4,12,32,128,32,16,TournamentBP,146.766,100.697,17.1584,81.7283,16.1261,1.2126,10.8033,0.8937,0.0675,0.0103,0.0188,0.0104
1378,1,1.6,64,16,1,512,4,2,8,2,4,32,96,8,16,TAGE_SC_L_64KB,112.4215,49.9639,16.7906,32.6324,15.8377,1.1581,4.5758,0.6985,0.0551,0.0099,0.069,0.0106
1379,1,1.8,128,64,2,1024,4,12,4,8,12,64,32,16,32,TournamentBP,106.054,67.6484,18.4033,45.3001,17.1776,1.2679,10.5293,1.0182,0.0674,0.0083,0.0131,0.0102
1380,1,1.6,64,32,4,128,4,8,8,4,12,128,32,16,16,BiModeBP,99.528,56.5911,16.8182,37.1545,15.6652,1.1932,7.6989,1.0343,0.0728,0.0099,0.0237,0.0104
1381,1,2.4,32,32,1,512,2,8,8,2,2,256,96,32,16,LocalBP,99.0638,66.5937,16.79,45.1261,15.6565,1.1532,7.5181,0.7318,0.0803,0.0072,0.0272,0.0104
1382,1,2.6,16,32,2,1024,2,4,2,4,12,192,64,64,16,TournamentBP,87.5616,65.499,17.4988,42.1531,16.3267,1.1847,8.8563,0.7819,0.0675,0.0111,0.0246,0.0104
1383,1,3.4,16,128,4,256,2,4,8,2,2,256,16,16,32,LocalBP,97.0797,85.5253,16.6799,62.8401,15.557,1.1523,9.1098,0.6934,0.0812,0.0101,0.0108,0.0101
1384,1,4,128,16,1,1024,8,2,4,8,12,32,16,64,8,TAGE_SC_L_64KB,106.9713,121.891,18.1217,95.9277,16.9724,1.2555,16.1241,0.5944,0.0552,0.0098,0.0693,0.0106
1385,1,2.2,32,64,1,256,8,2,4,12,12,128,64,64,64,MultiperspectivePerceptron64KB,117.2338,105.133,17.8511,82.759,16.6735,1.3144,13.8772,0.7307,0.1003,0.0097,0.0157,0.0102
1386,1,2.6,16,32,2,256,8,8,12,2,12,192,96,64,8,LocalBP,129.109,96.8617,16.6897,75.4951,15.5681,1.1705,9.7998,0.7049,0.081,0.0079,0.0269,0.0104
1387,1,3.8,32,64,2,512,16,4,2,2,12,256,64,64,8,MultiperspectivePerceptron64KB,82.7426,74.8423,16.7493,51.0415,15.6876,1.1524,8.9549,0.6427,0.1092,0.0087,0.0152,0.0102
1388,1,1,32,64,4,1024,2,8,12,4,2,32,16,16,8,BiModeBP,146.6232,54.3834,17.9239,36.3283,16.7876,1.2075,4.7672,0.8776,0.0728,0.0093,0.0104,0.0102
1389,1,2.6,32,128,4,256,8,8,12,4,4,256,96,32,64,LocalBP,134.173,106.952,17.1192,85.0043,15.967,1.1994,14.0543,0.9774,0.081,0.0095,0.0161,0.01
1390,1,2.4,128,32,4,128,8,8,8,8,2,256,64,16,8,TAGE_SC_L_64KB,121.6375,95.5945,17.278,75.572,16.2268,1.2528,13.2138,0.8083,0.055,0.0093,0.0256,0.0104
1391,1,2.6,64,64,8,512,2,4,2,8,2,192,32,32,16,TAGE_SC_L_64KB,94.8388,81.5463,17.4709,58.1407,16.2837,1.2343,11.9647,0.7863,0.055,0.0098,0.0149,0.0102
1392,1,2.8,32,128,1,128,2,2,8,2,8,32,16,8,16,BiModeBP,97.7021,77.281,16.7015,55.0235,15.5821,1.1603,7.4461,0.6807,0.073,0.0105,0.0093,0.0101
1393,1,4,16,64,8,512,4,12,8,8,8,192,16,16,64,TAGE_SC_L_64KB,128.0505,146.231,17.5972,122.8134,16.5457,1.2607,21.5325,0.8188,0.0548,0.0105,0.0115,0.0102
1394,1,2.4,128,32,2,512,16,12,4,2,12,256,32,16,16,TAGE_SC_L_64KB,89.5119,56.9571,16.9516,35.5,15.8886,1.1665,7.0092,0.7793,0.0553,0.0077,0.0243,0.0104
1395,1,1.2,16,32,4,1024,4,8,8,4,8,256,96,8,32,BiModeBP,109.93,48.6797,17.6997,29.2088,16.5377,1.1984,6.179,1.0295,0.0728,0.0112,0.0241,0.0104
1396,1,2.4,16,16,4,128,8,8,8,2,12,64,128,64,8,LocalBP,92.8933,66.5815,16.3482,45.7514,15.2144,1.1558,7.4913,0.6957,0.081,0.0083,0.1009,0.0106
1397,1,4,128,64,4,512,4,2,4,12,8,32,64,64,16,LocalBP,115.7862,171.275,18.2535,143.9846,16.927,1.3132,22.0075,0.6268,0.0813,0.0093,0.01,0.0102
1398,1,2.8,128,32,4,512,2,2,12,12,8,128,64,64,64,TAGE_SC_L_64KB,194.4575,186.463,18.4388,167.4076,17.4059,1.3427,19.4294,0.7293,0.055,0.0098,0.0251,0.0104
1399,1,1.8,16,128,8,1024,2,2,2,4,8,32,96,8,16,BiModeBP,88.7407,50.4697,17.645,28.7262,16.441,1.1828,5.8389,0.7377,0.073,0.0113,0.0093,0.0101
1400,1,1.8,64,64,8,2048,16,4,2,2,4,128,128,16,64,TAGE_SC_L_64KB,102.205,47.1402,18.2693,24.6929,17.1521,1.1616,4.8856,0.8088,0.0553,0.0092,0.0162,0.0102
1401,1,1.6,16,64,1,2048,8,12,12,4,4,32,96,64,16,TournamentBP,172.13,80.3402,18.9619,60.9739,17.906,1.2285,8.2452,0.9698,0.0675,0.0098,0.0102,0.0102
1402,1,3,64,32,1,512,16,2,4,12,2,32,64,32,64,TAGE_SC_L_64KB,117.6153,131.041,18.0116,107.0461,16.8093,1.305,16.7242,0.6772,0.0552,0.0099,0.0185,0.0104
1403,1,3.4,32,16,4,256,16,4,2,8,12,192,16,16,64,BiModeBP,89.0405,101.557,17.1468,77.5152,15.899,1.2353,15.1665,0.6796,0.0729,0.0106,0.0705,0.0106
1404,1,2.2,64,64,4,512,8,4,8,4,2,32,64,32,32,LocalBP,103.1246,68.7696,17.1148,47.3471,15.9499,1.183,7.9369,0.7927,0.0812,0.0093,0.0105,0.0102
1405,1,3,32,32,1,2048,4,2,8,2,12,64,16,32,16,TAGE,132.4128,82.6288,18.3007,60.2077,17.2972,1.1796,8.0446,0.6818,0.0562,0.0102,0.0199,0.0104
1406,1,4,16,128,1,1024,2,8,4,12,8,256,96,16,64,TAGE,127.6635,186.449,18.7914,158.8164,17.5461,1.3254,29.2473,0.8551,0.056,0.0111,0.016,0.01
1407,1,1.2,32,16,4,2048,4,4,2,4,8,256,64,8,32,TournamentBP,103.467,40.9552,18.4126,19.7168,17.2289,1.1901,4.577,0.8109,0.0676,0.0099,0.0865,0.0106
1408,1,1.8,128,128,1,1024,4,2,2,4,2,256,128,32,8,TAGE,90.9647,50.7169,17.7998,28.9583,16.6493,1.1858,6.096,0.7591,0.0563,0.0096,0.0157,0.0101
1409,1,3,128,16,2,2048,16,2,2,2,8,128,128,32,16,LocalBP,101.1803,65.6818,18.2908,40.8993,17.1023,1.162,7.1479,0.6767,0.0812,0.0095,0.0982,0.0106
1410,1,2.6,64,16,1,512,4,4,12,8,2,128,32,8,16,MultiperspectivePerceptron64KB,190.0993,131.018,17.6255,115.5239,16.7723,1.2662,14.2212,0.7308,0.1232,0.0088,0.0896,0.0106
1411,1,2.6,16,16,8,512,16,12,2,12,12,64,64,16,8,MultiperspectivePerceptron64KB,110.2834,115.542,17.9389,91.2676,16.6981,1.3124,15.7624,0.6844,0.1189,0.0089,0.0791,0.0106
1412,1,1.8,32,64,1,128,8,12,2,12,8,64,64,16,64,LocalBP,103.0123,84.2144,17.632,62.1415,16.2916,1.3038,11.6516,0.8044,0.0811,0.0092,0.0141,0.0102
1413,1,1,32,128,4,512,8,12,2,8,4,32,32,16,32,MultiperspectivePerceptron64KB,95.7644,42.1488,17.5825,22.5579,16.4152,1.2444,5.1145,0.8027,0.1195,0.0077,0.0087,0.0101
1414,1,2.2,16,16,1,512,8,12,2,12,4,32,32,8,64,TAGE,107.5883,95.5212,17.8816,72.2744,16.6079,1.3025,12.8291,0.7202,0.056,0.011,0.0692,0.0106
1415,1,3.2,16,32,1,256,2,8,8,2,2,64,64,8,16,LocalBP,94.7693,80.7449,16.4673,58.7908,15.3492,1.1483,8.6422,0.6868,0.0804,0.0083,0.0248,0.0104
1416,1,1.4,32,16,4,512,2,12,4,4,4,32,64,64,32,TournamentBP,88.5749,43.7678,17.0009,24.158,15.8677,1.182,5.4115,0.8705,0.0674,0.0091,0.0727,0.0106
1417,1,4,128,128,2,1024,2,12,12,8,8,128,128,64,64,TAGE_SC_L_64KB,187.0416,205.967,18.681,183.0926,17.6936,1.2946,26.507,0.8697,0.0552,0.0088,0.0157,0.01
1418,1,1.4,32,64,2,512,16,2,4,2,4,256,64,8,16,TournamentBP,86.6525,40.2769,16.8543,20.8497,15.7545,1.1494,3.8927,0.7623,0.0676,0.0102,0.0149,0.0102
1419,1,2.6,64,32,4,256,2,8,8,2,8,64,32,32,64,TournamentBP,102.067,74.7369,16.8091,53.6715,15.758,1.1679,7.8411,0.7529,0.0675,0.0081,0.0238,0.0104
1420,1,2.6,32,128,8,128,4,8,2,12,4,64,96,32,64,TournamentBP,105.329,116.899,17.8281,92.634,16.527,1.3068,16.4077,0.7756,0.0676,0.01,0.0137,0.0101
1421,1,3.6,16,32,1,128,16,2,4,8,12,192,32,32,64,TAGE,95.7154,111.511,16.9684,87.9102,15.8211,1.2378,16.083,0.6755,0.0562,0.0115,0.0241,0.0104
1422,1,1.4,16,16,4,256,16,4,2,12,8,64,128,16,32,LocalBP,104.9493,72.9695,17.6327,51.8694,16.2986,1.2968,9.4524,0.7911,0.0811,0.0104,0.0853,0.0106
1423,1,3.8,128,128,2,128,16,8,4,4,2,128,96,32,8,TournamentBP,86.4008,88.0621,16.9834,64.0237,15.8554,1.1863,12.425,0.7209,0.0676,0.0088,0.0152,0.0101
1424,1,1.4,16,16,1,512,8,2,12,8,2,32,32,8,16,TAGE,168.8137,78.6828,17.5187,63.3449,16.524,1.256,7.3972,0.7102,0.0563,0.0111,0.0693,0.0106
1425,1,1.6,16,32,2,1024,2,8,8,2,12,128,16,16,16,BiModeBP,106.74,53.6113,17.491,33.3598,16.3558,1.1726,5.2721,0.7935,0.0728,0.0103,0.0208,0.0104
1426,1,2,32,128,2,2048,16,8,4,12,2,128,16,8,64,TAGE_SC_L_64KB,139.9883,95.3764,19.7003,70.8617,18.4565,1.3289,13.0074,0.8445,0.0551,0.0095,0.0107,0.0101
1427,1,1.8,128,64,2,1024,8,8,4,2,12,128,96,8,32,MultiperspectivePerceptron64KB,96.7204,48.3484,17.5611,27.7739,16.5318,1.174,5.3393,0.7341,0.1205,0.0064,0.0156,0.0102
1428,1,1.8,16,32,8,2048,2,2,12,4,12,64,32,32,64,TAGE,181.3707,81.9897,18.6305,64.1553,17.6665,1.2213,7.5946,0.7642,0.0561,0.0112,0.0226,0.0104
1429,1,1.4,32,32,4,128,16,8,2,8,8,192,16,32,16,TAGE,87.3037,51.4372,16.9504,31.5368,15.7543,1.2328,7.1243,0.8286,0.056,0.0099,0.0195,0.0104
1430,1,3.8,32,128,2,2048,8,4,2,12,4,256,32,64,16,TAGE_SC_L_64KB,135.418,162.434,19.6613,133.4598,18.3814,1.3233,22.8538,0.7155,0.0548,0.0101,0.0141,0.0101
1431,1,3.4,128,16,2,2048,4,12,8,4,2,128,32,64,8,MultiperspectivePerceptron64KB,144.5467,99.8972,18.6619,77.2678,17.7224,1.215,12.348,0.6906,0.132,0.0069,0.0765,0.0106
1432,1,4,128,16,8,256,2,2,8,2,2,64,128,16,8,TournamentBP,102.443,103.576,16.8265,80.1807,15.7914,1.1612,9.5925,0.6051,0.0676,0.0098,0.0845,0.0106
1433,1,2.2,128,64,8,1024,2,2,4,4,4,256,96,32,8,BiModeBP,94.4557,60.9525,17.7925,38.2294,16.6023,1.1886,7.3125,0.7269,0.0729,0.01,0.0158,0.0102
1434,1,1.8,64,64,2,512,8,4,8,4,2,256,64,32,32,TAGE,114.7486,59.919,17.1309,41.2951,16.1143,1.1892,7.3929,0.8738,0.0565,0.01,0.0171,0.0102
1435,1,2,64,32,2,2048,8,4,2,8,2,128,64,64,32,TAGE,114.7213,70.4938,18.9023,46.5623,17.6804,1.2481,9.6218,0.8253,0.0562,0.0097,0.0256,0.0104
1436,1,2.6,128,128,1,256,4,12,8,2,12,256,96,64,16,LocalBP,98.7811,72.7338,17.0301,50.5558,15.8735,1.1763,8.9412,0.7223,0.0805,0.0062,0.0169,0.01
1437,1,4,128,64,2,1024,16,4,4,2,12,128,64,8,64,TournamentBP,93.4673,86.2113,17.6554,60.769,16.5394,1.1719,9.8906,0.6718,0.0674,0.0086,0.0157,0.0102
1438,1,3,32,16,4,128,8,4,2,4,12,192,96,32,8,TAGE_SC_L_64KB,77.0836,69.7488,16.4232,47.1426,15.3063,1.1715,9.8819,0.714,0.0552,0.0102,0.0889,0.0106
1439,1,3,128,32,1,128,8,8,12,8,4,64,128,64,32,TAGE_SC_L_64KB,171.3495,153.13,17.4133,135.1975,16.4601,1.2695,19.238,0.9002,0.0549,0.0092,0.024,0.0103
1440,1,2.8,16,16,2,2048,2,2,4,12,4,256,16,32,8,TAGE_SC_L_64KB,139.9403,126.895,19.3991,101.3597,18.1764,1.3185,16.3832,0.6675,0.055,0.0114,0.0762,0.0106
1441,1,3,32,32,4,512,2,2,2,2,8,128,16,16,64,MultiperspectivePerceptron64KB,80.8418,62.0739,16.6393,39.1985,15.578,1.1445,6.615,0.6597,0.1002,0.0098,0.0196,0.0104
1442,1,3.8,16,64,4,1024,16,2,2,2,8,256,16,32,32,TournamentBP,85.369,75.9912,17.3071,51.2175,16.1771,1.1523,8.2163,0.6416,0.0676,0.0114,0.0108,0.0102
1443,1,1,16,128,1,128,4,12,8,8,2,256,32,8,16,BiModeBP,111.612,50.8587,17.4138,32.179,16.1973,1.2523,6.3187,0.9106,0.073,0.0107,0.014,0.0101
1444,1,3,128,16,8,128,2,4,2,12,2,32,16,8,16,TournamentBP,101.922,119.656,17.6885,95.5506,16.4059,1.2991,16.0444,0.664,0.0677,0.0092,0.071,0.0106
1445,1,3.8,16,64,8,256,4,12,2,4,8,32,96,8,16,TAGE_SC_L_64KB,80.0645,82.4258,16.6579,58.7314,15.5426,1.1767,11.5533,0.6884,0.0551,0.011,0.01,0.0102
1446,1,2,16,64,8,512,2,8,4,2,2,32,64,64,64,LocalBP,84.5703,49.0869,16.7242,28.1413,15.5683,1.1445,5.226,0.7666,0.0811,0.0091,0.0103,0.0102
1447,1,3.2,16,64,2,512,2,2,8,8,12,192,16,64,16,MultiperspectivePerceptron64KB,135.1547,121.177,17.5802,100.4336,16.5985,1.2602,15.2005,0.6624,0.1002,0.0106,0.0108,0.0102
1448,1,3.2,16,32,1,1024,2,2,8,2,12,256,32,32,16,TournamentBP,111.555,89.9664,17.5197,67.3548,16.4691,1.1736,8.92,0.686,0.0676,0.0114,0.0231,0.0104
1449,1,2,16,32,1,2048,4,4,12,2,8,128,64,64,8,TournamentBP,168.471,87.7909,18.6647,67.4793,17.6424,1.196,7.4251,0.7675,0.0674,0.0101,0.0255,0.0104
1450,1,3.6,64,128,8,1024,16,12,12,4,2,192,32,16,32,MultiperspectivePerceptron64KB,187.0393,140.883,17.9724,122.6088,17.1629,1.2233,15.5983,0.733,0.1321,0.0074,0.0136,0.01
1451,1,3.2,16,32,8,1024,2,8,12,12,4,64,32,16,64,LocalBP,166.7551,204.181,18.7335,179.0789,17.4511,1.3305,24.0946,0.8732,0.081,0.0105,0.0235,0.0104
1452,1,3.4,16,16,2,256,16,4,12,2,8,32,16,16,64,MultiperspectivePerceptron64KB,172.1063,118.544,16.5858,102.653,15.8294,1.1748,10.3301,0.6267,0.1118,0.0091,0.0643,0.0106
1453,1,3.2,64,32,8,512,8,4,4,8,8,32,16,64,64,TAGE_SC_L_64KB,101.9258,98.4753,17.4688,75.1224,16.3328,1.2437,14.7949,0.8088,0.0551,0.0102,0.0186,0.0104
1454,1,1.2,64,16,8,128,2,8,8,2,12,192,128,32,32,TournamentBP,100.29,43.878,16.6374,26.5387,15.5857,1.1691,4.6368,0.7838,0.0673,0.007,0.0976,0.0106
1455,1,1.2,16,32,1,128,4,8,4,4,4,32,96,8,64,TournamentBP,82.3686,39.2906,16.5534,20.6997,15.4307,1.1741,4.9397,0.9617,0.0674,0.0104,0.0187,0.0104
1456,1,3.4,64,32,1,1024,16,8,12,2,12,32,64,64,64,MultiperspectivePerceptron64KB,182.7173,122.778,17.5926,105.5195,16.8119,1.1959,11.3318,0.6597,0.1116,0.0073,0.0168,0.0104
1457,1,1.6,128,16,4,256,8,2,4,12,12,192,16,32,32,TAGE,114.0465,79.3435,17.9209,58.1188,16.6811,1.3144,10.2441,0.7489,0.0563,0.0098,0.0758,0.0106
